energy zenith azimuth antennas alpha Xmax srad muons target
1.1518e+18 41.9714 229.914 5 89.2544 732.528 9.91159e+06 1.24205 0
1.99022e+17 20.4433 189.438 5 61.038 616.962 199499 0.134079 0
2.82638e+17 40.8116 206.828 19 79.3299 621.141 713381 0.293979 0
2.94511e+17 37.9088 16.429 6 51.7936 672.218 489571 0.437285 0
2.87717e+17 53.6671 256.985 26 72.567 796.67 723624 0.136987 0
4.27502e+17 53.2432 241.028 24 76.0945 696.725 1.76451e+06 0.491006 0
2.64936e+17 47.5328 14.684 13 55.2282 696.479 457364 0.494742 0
3.04338e+17 42.692 252.481 5 84.753 657.366 837478 0.42556 0
2.3862e+17 41.7292 189.007 10 70.3486 647.976 524057 0.312498 0
3.26614e+17 23.257 247.535 5 76.7267 707.136 691852 0.345431 0
2.20469e+17 45.104 31.129 5 43.4711 730.658 201619 0.207036 0
3.86787e+17 32.7076 215.29 5 76.6927 707.159 1.67221e+06 0.479672 0
4.12232e+17 52.8454 268.278 8 73.46 710.732 2.13938e+06 0.347412 0
4.54687e+17 35.2717 225.366 5 81.9053 686.672 1.40063e+06 0.620664 0
